clone_pair,start_commit,end_commit,genealogy
python/mxnet/narray.py^86^93+python/mxnet/symbol.py^53^58,16d8569c7,e36c9f075,"I,72ea6f981,2,2-I,34eb88cd6,1,2-I,e9f281a27,13,2-I,11796c3e8,3,2-I,e37727f91,2,2"
python/mxnet/narray.py^94^101+python/mxnet/symbol.py^29^34,16d8569c7,005250068,"I,a541a1ad0,5,2"
python/mxnet/narray.py^94^101+python/mxnet/symbol.py^38^43,16d8569c7,e36c9f075,"I,72ea6f981,4,2"
python/mxnet/narray.py^94^101+python/mxnet/symbol.py^44^49,16d8569c7,e36c9f075,"I,34eb88cd6,1,2-I,1134d928e,4,2-I,e9f281a27,1,2-I,e37727f91,2,2"
python/mxnet/narray.py^94^101+python/mxnet/symbol.py^53^58,16d8569c7,e36c9f075,"I,72ea6f981,2,2-I,34eb88cd6,1,2-I,e9f281a27,13,2-I,11796c3e8,3,2-I,e37727f91,2,2"
python/mxnet/narray.py^102^107+python/mxnet/symbol.py^29^34,16d8569c7,005250068,"I,a541a1ad0,5,2"
python/mxnet/narray.py^102^107+python/mxnet/symbol.py^38^43,16d8569c7,e36c9f075,"I,72ea6f981,4,2"
python/mxnet/narray.py^102^107+python/mxnet/symbol.py^44^49,16d8569c7,e36c9f075,"I,34eb88cd6,1,2-I,1134d928e,4,2-I,e9f281a27,1,2-I,e37727f91,2,2"
python/mxnet/narray.py^102^107+python/mxnet/symbol.py^53^58,16d8569c7,e36c9f075,"I,72ea6f981,2,2-I,34eb88cd6,1,2-I,e9f281a27,13,2-I,11796c3e8,3,2-I,e37727f91,2,2"
python/mxnet/narray.py^108^115+python/mxnet/symbol.py^29^34,16d8569c7,005250068,"I,a541a1ad0,5,2"
python/mxnet/narray.py^108^115+python/mxnet/symbol.py^38^43,16d8569c7,e36c9f075,"I,72ea6f981,4,2"
python/mxnet/narray.py^108^115+python/mxnet/symbol.py^44^49,16d8569c7,e36c9f075,"I,34eb88cd6,1,2-I,1134d928e,4,2-I,e9f281a27,1,2-I,e37727f91,2,2"
python/mxnet/narray.py^108^115+python/mxnet/symbol.py^53^58,16d8569c7,e36c9f075,"I,72ea6f981,2,2-I,34eb88cd6,1,2-I,e9f281a27,13,2-I,11796c3e8,3,2-I,e37727f91,2,2"
python/mxnet/narray.py^119^126+python/mxnet/symbol.py^29^34,16d8569c7,005250068,"I,a541a1ad0,5,2"
python/mxnet/narray.py^119^126+python/mxnet/symbol.py^38^43,16d8569c7,e36c9f075,"I,72ea6f981,4,2"
python/mxnet/narray.py^119^126+python/mxnet/symbol.py^44^49,16d8569c7,e36c9f075,"I,34eb88cd6,1,2-I,1134d928e,4,2-I,e9f281a27,1,2-I,e37727f91,2,2"
python/mxnet/narray.py^119^126+python/mxnet/symbol.py^53^58,16d8569c7,e36c9f075,"I,72ea6f981,2,2-I,34eb88cd6,1,2-I,e9f281a27,13,2-I,11796c3e8,3,2-I,e37727f91,2,2"
python/mxnet/narray.py^130^137+python/mxnet/symbol.py^29^34,16d8569c7,005250068,"I,a541a1ad0,5,2"
python/mxnet/narray.py^130^137+python/mxnet/symbol.py^38^43,16d8569c7,e36c9f075,"I,72ea6f981,4,2"
python/mxnet/narray.py^130^137+python/mxnet/symbol.py^44^49,16d8569c7,e36c9f075,"I,34eb88cd6,1,2-I,1134d928e,4,2-I,e9f281a27,1,2-I,e37727f91,2,2"
python/mxnet/narray.py^130^137+python/mxnet/symbol.py^53^58,16d8569c7,e36c9f075,"I,72ea6f981,2,2-I,34eb88cd6,1,2-I,e9f281a27,13,2-I,11796c3e8,3,2-I,e37727f91,2,2"
python/mxnet/narray.py^138^143+python/mxnet/symbol.py^29^34,16d8569c7,005250068,"I,a541a1ad0,5,2"
python/mxnet/narray.py^138^143+python/mxnet/symbol.py^38^43,16d8569c7,e36c9f075,"I,72ea6f981,4,2"
python/mxnet/narray.py^138^143+python/mxnet/symbol.py^44^49,16d8569c7,e36c9f075,"I,34eb88cd6,1,2-I,1134d928e,4,2-I,e9f281a27,1,2-I,e37727f91,2,2"
python/mxnet/narray.py^138^143+python/mxnet/symbol.py^53^58,16d8569c7,e36c9f075,"I,72ea6f981,2,2-I,34eb88cd6,1,2-I,e9f281a27,13,2-I,11796c3e8,3,2-I,e37727f91,2,2"
python/mxnet/narray.py^144^151+python/mxnet/symbol.py^29^34,16d8569c7,005250068,"I,a541a1ad0,5,2"
python/mxnet/narray.py^144^151+python/mxnet/symbol.py^38^43,16d8569c7,e36c9f075,"I,72ea6f981,4,2"
python/mxnet/narray.py^144^151+python/mxnet/symbol.py^44^49,16d8569c7,e36c9f075,"I,34eb88cd6,1,2-I,1134d928e,4,2-I,e9f281a27,1,2-I,e37727f91,2,2"
